Index,Clothes,Tops,Bottoms,Dresses,Outers,Goods,Accessories,Shoes
8728,1,0,0,0,1,0,0,0
8729,1,1,0,0,0,0,0,0
8730,0,0,0,0,0,1,0,1
8731,0,0,0,0,0,1,0,1
8732,1,0,0,1,0,0,0,0
8733,1,1,0,0,0,0,0,0
8734,1,0,0,1,0,0,0,0
8735,1,1,0,0,0,0,0,0
8736,1,1,0,0,0,0,0,0
8737,0,0,0,0,0,1,0,1
8738,1,0,1,0,0,0,0,0
8739,0,0,0,0,0,1,0,1
8740,0,0,0,0,0,1,0,1
8741,0,0,0,0,0,1,0,1
8742,0,0,0,0,0,1,0,1
8743,1,1,0,0,0,0,0,0
8744,1,1,0,0,0,0,0,0
8745,0,0,0,0,0,1,1,0
8746,1,0,0,0,1,0,0,0
8747,1,0,0,0,1,0,0,0
8748,0,0,0,0,0,1,0,1
8749,1,0,1,0,0,0,0,0
8750,1,1,0,0,0,0,0,0
8751,1,1,0,0,0,0,0,0
8752,0,0,0,0,0,1,0,1
8753,0,0,0,0,0,1,0,1
8754,0,0,0,0,0,1,0,1
8755,1,1,0,0,0,0,0,0
8756,1,1,0,0,0,0,0,0
8757,1,1,0,0,0,0,0,0
8758,0,0,0,0,0,1,1,0
8759,0,0,0,0,0,1,0,1
8760,1,0,0,1,0,0,0,0
8761,0,0,0,0,0,1,0,1
8762,1,0,0,0,1,0,0,0
8763,1,1,0,0,0,0,0,0
8764,1,1,0,0,0,0,0,0
8765,0,0,0,0,0,1,0,1
8766,1,0,0,0,1,0,0,0
8767,0,0,0,0,0,1,1,0
8768,1,0,0,1,0,0,0,0
8769,1,1,0,0,0,0,0,0
8770,1,1,0,0,0,0,0,0
8771,0,0,0,0,0,1,0,1
8772,1,0,0,1,0,0,0,0
8773,1,1,0,0,0,0,0,0
8774,0,0,0,0,0,1,0,1
8775,1,1,0,0,0,0,0,0
8776,0,0,0,0,0,1,0,1
8777,1,0,1,0,0,0,0,0
8778,0,0,0,0,0,1,0,1
8779,1,1,0,0,0,0,0,0
8780,1,1,0,0,0,0,0,0
8781,1,1,0,0,0,0,0,0
8782,1,0,0,1,0,0,0,0
8783,0,0,0,0,0,1,0,1
8784,1,0,0,1,0,0,0,0
8785,0,0,0,0,0,1,0,1
8786,0,0,0,0,0,1,1,0
8787,1,0,0,0,1,0,0,0
8788,1,0,0,1,0,0,0,0
8789,1,1,0,0,0,0,0,0
8790,1,1,0,0,0,0,0,0
8791,1,0,0,0,1,0,0,0
8792,1,0,1,0,0,0,0,0
8793,1,0,0,0,1,0,0,0
8794,0,0,0,0,0,1,0,1
8795,1,1,0,0,0,0,0,0
8796,0,0,0,0,0,1,0,1
8797,1,1,0,0,0,0,0,0
8798,1,1,0,0,0,0,0,0
8799,0,0,0,0,0,1,0,1
8800,0,0,0,0,0,1,0,1
8801,1,0,1,0,0,0,0,0
8802,1,0,0,1,0,0,0,0
8803,0,0,0,0,0,1,0,1
8804,1,0,0,0,1,0,0,0
8805,1,1,0,0,0,0,0,0
8806,1,1,0,0,0,0,0,0
8807,1,1,0,0,0,0,0,0
8808,1,0,1,0,0,0,0,0
8809,0,0,0,0,0,1,0,1
8810,0,0,0,0,0,1,0,1
8811,1,1,0,0,0,0,0,0
8812,1,1,0,0,0,0,0,0
8813,1,0,0,0,1,0,0,0
8814,0,0,0,0,0,1,0,1
8815,0,0,0,0,0,1,0,1
8816,0,0,0,0,0,1,0,1
8817,1,0,0,1,0,0,0,0
8818,0,0,0,0,0,1,0,1
8819,0,0,0,0,0,1,0,1
8820,1,0,0,1,0,0,0,0
8821,0,0,0,0,0,1,0,1
8822,1,1,0,0,0,0,0,0
8823,1,1,0,0,0,0,0,0
8824,0,0,0,0,0,1,0,1
8825,0,0,0,0,0,1,1,0
8826,0,0,0,0,0,1,0,1
8827,1,0,0,1,0,0,0,0
8828,1,1,0,0,0,0,0,0
8829,0,0,0,0,0,1,0,1
8830,0,0,0,0,0,1,1,0
8831,1,0,0,0,1,0,0,0
8832,1,1,0,0,0,0,0,0
8833,0,0,0,0,0,1,0,1
8834,0,0,0,0,0,1,0,1
8835,0,0,0,0,0,1,0,1
8836,0,0,0,0,0,1,1,0
8837,0,0,0,0,0,1,1,0
8838,1,1,0,0,0,0,0,0
8839,0,0,0,0,0,1,0,1
8840,1,1,0,0,0,0,0,0
8841,1,1,0,0,0,0,0,0
8842,0,0,0,0,0,1,0,1
8843,1,0,0,1,0,0,0,0
8844,1,1,0,0,0,0,0,0
8845,1,0,1,0,0,0,0,0
8846,1,0,0,1,0,0,0,0
8847,0,0,0,0,0,1,0,1
8848,0,0,0,0,0,1,0,1
8849,0,0,0,0,0,1,0,1
8850,1,1,0,0,0,0,0,0
8851,1,0,0,0,1,0,0,0
8852,0,0,0,0,0,1,0,1
8853,1,0,0,0,1,0,0,0
8854,1,0,1,0,0,0,0,0
8855,0,0,0,0,0,1,0,1
8856,1,0,0,0,1,0,0,0
8857,1,1,0,0,0,0,0,0
8858,1,0,0,0,1,0,0,0
8859,1,0,0,1,0,0,0,0
8860,1,1,0,0,0,0,0,0
8861,1,0,0,0,1,0,0,0
8862,1,1,0,0,0,0,0,0
8863,1,1,0,0,0,0,0,0
8864,1,0,0,1,0,0,0,0
8865,1,1,0,0,0,0,0,0
8866,1,0,1,0,0,0,0,0
8867,1,1,0,0,0,0,0,0
8868,1,0,1,0,0,0,0,0
8869,1,1,0,0,0,0,0,0
8870,0,0,0,0,0,1,0,1
8871,1,1,0,0,0,0,0,0
8872,1,0,0,0,1,0,0,0
8873,1,0,1,0,0,0,0,0
8874,0,0,0,0,0,1,0,1
8875,0,0,0,0,0,1,0,1
8876,1,0,0,0,1,0,0,0
8877,0,0,0,0,0,1,0,1
8878,0,0,0,0,0,1,1,0
8879,1,1,0,0,0,0,0,0
8880,0,0,0,0,0,1,0,1
8881,1,0,0,1,0,0,0,0
8882,0,0,0,0,0,1,1,0
8883,0,0,0,0,0,1,0,1
8884,1,0,0,0,1,0,0,0
8885,1,1,0,0,0,0,0,0
8886,1,1,0,0,0,0,0,0
8887,0,0,0,0,0,1,0,1
8888,1,1,0,0,0,0,0,0
8889,0,0,0,0,0,1,0,1
8890,0,0,0,0,0,1,1,0
8891,0,0,0,0,0,1,1,0
8892,0,0,0,0,0,1,0,1
8893,0,0,0,0,0,1,0,1
8894,0,0,0,0,0,1,0,1
8895,0,0,0,0,0,1,1,0
8896,1,1,0,0,0,0,0,0
8897,0,0,0,0,0,1,0,1
8898,1,1,0,0,0,0,0,0
8899,1,0,1,0,0,0,0,0
8900,1,1,0,0,0,0,0,0
8901,1,0,1,0,0,0,0,0
8902,1,1,0,0,0,0,0,0
8903,1,0,1,0,0,0,0,0
8904,0,0,0,0,0,1,0,1
8905,1,1,0,0,0,0,0,0
8906,0,0,0,0,0,1,0,1
8907,0,0,0,0,0,1,0,1
8908,1,1,0,0,0,0,0,0
8909,1,1,0,0,0,0,0,0
8910,1,1,0,0,0,0,0,0
8911,1,1,0,0,0,0,0,0
8912,1,1,0,0,0,0,0,0
8913,1,1,0,0,0,0,0,0
8914,0,0,0,0,0,1,0,1
8915,1,0,0,1,0,0,0,0
8916,0,0,0,0,0,1,1,0
8917,1,0,0,0,1,0,0,0
8918,1,0,0,1,0,0,0,0
8919,1,1,0,0,0,0,0,0
8920,0,0,0,0,0,1,0,1
8921,1,0,1,0,0,0,0,0
8922,1,1,0,0,0,0,0,0
8923,1,1,0,0,0,0,0,0
8924,1,1,0,0,0,0,0,0
8925,1,0,0,0,1,0,0,0
8926,0,0,0,0,0,1,0,1
8927,1,0,0,1,0,0,0,0
8928,1,0,0,0,1,0,0,0
8929,1,0,0,0,1,0,0,0
8930,1,0,0,0,1,0,0,0
8931,0,0,0,0,0,1,0,1
8932,1,0,0,0,1,0,0,0
8933,1,1,0,0,0,0,0,0
8934,0,0,0,0,0,1,0,1
8935,1,1,0,0,0,0,0,0
8936,1,0,0,0,1,0,0,0
8937,1,0,0,0,1,0,0,0
8938,0,0,0,0,0,1,0,1
8939,1,0,0,1,0,0,0,0
8940,1,0,0,1,0,0,0,0
8941,1,0,1,0,0,0,0,0
8942,0,0,0,0,0,1,0,1
8943,1,1,0,0,0,0,0,0
8944,0,0,0,0,0,1,0,1
8945,1,1,0,0,0,0,0,0
8946,0,0,0,0,0,1,0,1
8947,0,0,0,0,0,1,0,1
8948,1,1,0,0,0,0,0,0
8949,0,0,0,0,0,1,0,1
8950,0,0,0,0,0,1,1,0
8951,1,1,0,0,0,0,0,0
8952,1,0,1,0,0,0,0,0
8953,0,0,0,0,0,1,0,1
8954,0,0,0,0,0,1,1,0
8955,1,0,0,0,1,0,0,0
8956,0,0,0,0,0,1,0,1
8957,0,0,0,0,0,1,0,1
8958,0,0,0,0,0,1,0,1
8959,1,0,0,1,0,0,0,0
8960,0,0,0,0,0,1,1,0
8961,0,0,0,0,0,1,0,1
8962,1,1,0,0,0,0,0,0
8963,0,0,0,0,0,1,0,1
8964,1,0,0,0,1,0,0,0
8965,1,0,1,0,0,0,0,0
8966,1,0,1,0,0,0,0,0
8967,1,0,0,1,0,0,0,0
8968,0,0,0,0,0,1,0,1
8969,0,0,0,0,0,1,1,0
8970,1,0,0,1,0,0,0,0
8971,0,0,0,0,0,1,0,1
8972,1,1,0,0,0,0,0,0
8973,1,1,0,0,0,0,0,0
8974,0,0,0,0,0,1,0,1
8975,1,1,0,0,0,0,0,0
8976,0,0,0,0,0,1,0,1
8977,1,1,0,0,0,0,0,0
8978,1,1,0,0,0,0,0,0
8979,1,0,0,0,1,0,0,0
8980,1,0,1,0,0,0,0,0
8981,0,0,0,0,0,1,1,0
8982,1,1,0,0,0,0,0,0
8983,0,0,0,0,0,1,0,1
8984,0,0,0,0,0,1,0,1
8985,0,0,0,0,0,1,1,0
8986,1,0,0,1,0,0,0,0
8987,1,1,0,0,0,0,0,0
8988,1,0,0,0,1,0,0,0
8989,0,0,0,0,0,1,0,1
8990,1,1,0,0,0,0,0,0
8991,0,0,0,0,0,1,1,0
8992,1,1,0,0,0,0,0,0
8993,1,0,0,0,1,0,0,0
8994,1,0,1,0,0,0,0,0
8995,1,0,0,1,0,0,0,0
8996,0,0,0,0,0,1,0,1
8997,0,0,0,0,0,1,1,0
8998,1,1,0,0,0,0,0,0
8999,0,0,0,0,0,1,0,1
9000,1,0,0,1,0,0,0,0
9001,1,0,0,1,0,0,0,0
9002,1,1,0,0,0,0,0,0
9003,1,1,0,0,0,0,0,0
9004,0,0,0,0,0,1,0,1
9005,1,0,1,0,0,0,0,0
9006,1,1,0,0,0,0,0,0
9007,1,1,0,0,0,0,0,0
9008,1,0,0,0,1,0,0,0
9009,1,0,1,0,0,0,0,0
9010,1,0,0,0,1,0,0,0
9011,1,0,1,0,0,0,0,0
9012,0,0,0,0,0,1,0,1
9013,1,1,0,0,0,0,0,0
9014,1,1,0,0,0,0,0,0
9015,1,0,0,0,1,0,0,0
9016,1,1,0,0,0,0,0,0
9017,0,0,0,0,0,1,0,1
9018,0,0,0,0,0,1,1,0
9019,1,1,0,0,0,0,0,0
9020,1,0,1,0,0,0,0,0
9021,0,0,0,0,0,1,0,1
9022,0,0,0,0,0,1,0,1
9023,0,0,0,0,0,1,0,1
9024,1,1,0,0,0,0,0,0
9025,1,0,0,0,1,0,0,0
9026,0,0,0,0,0,1,1,0
9027,1,1,0,0,0,0,0,0
9028,1,1,0,0,0,0,0,0
9029,0,0,0,0,0,1,0,1
9030,0,0,0,0,0,1,0,1
9031,0,0,0,0,0,1,0,1
9032,0,0,0,0,0,1,0,1
9033,1,0,0,0,1,0,0,0
9034,1,0,0,1,0,0,0,0
9035,0,0,0,0,0,1,1,0
9036,1,0,0,1,0,0,0,0
9037,1,1,0,0,0,0,0,0
9038,0,0,0,0,0,1,0,1
9039,1,1,0,0,0,0,0,0
9040,0,0,0,0,0,1,0,1
9041,1,1,0,0,0,0,0,0
9042,1,1,0,0,0,0,0,0
9043,0,0,0,0,0,1,0,1
9044,1,0,0,0,1,0,0,0
9045,1,1,0,0,0,0,0,0
9046,1,1,0,0,0,0,0,0
9047,1,0,0,1,0,0,0,0
9048,0,0,0,0,0,1,0,1
9049,1,1,0,0,0,0,0,0
9050,1,0,1,0,0,0,0,0
9051,1,0,0,1,0,0,0,0
9052,1,1,0,0,0,0,0,0
9053,1,0,0,1,0,0,0,0
9054,0,0,0,0,0,1,1,0
9055,0,0,0,0,0,1,0,1
9056,0,0,0,0,0,1,0,1
9057,0,0,0,0,0,1,0,1
9058,1,0,0,0,1,0,0,0
9059,1,1,0,0,0,0,0,0
9060,0,0,0,0,0,1,0,1
9061,1,0,1,0,0,0,0,0
9062,0,0,0,0,0,1,1,0
9063,1,0,1,0,0,0,0,0
9064,1,1,0,0,0,0,0,0
9065,0,0,0,0,0,1,0,1
9066,1,0,0,0,1,0,0,0
9067,0,0,0,0,0,1,0,1
9068,1,1,0,0,0,0,0,0
9069,0,0,0,0,0,1,0,1
9070,1,0,1,0,0,0,0,0
9071,0,0,0,0,0,1,0,1
9072,1,0,0,0,1,0,0,0
9073,1,1,0,0,0,0,0,0
9074,1,0,0,0,1,0,0,0
9075,1,1,0,0,0,0,0,0
9076,1,1,0,0,0,0,0,0
9077,1,0,0,1,0,0,0,0
9078,1,0,1,0,0,0,0,0
9079,1,0,1,0,0,0,0,0
9080,0,0,0,0,0,1,1,0
9081,0,0,0,0,0,1,0,1
9082,1,1,0,0,0,0,0,0
9083,1,1,0,0,0,0,0,0
9084,0,0,0,0,0,1,0,1
9085,0,0,0,0,0,1,1,0
9086,0,0,0,0,0,1,0,1
9087,1,1,0,0,0,0,0,0
9088,1,1,0,0,0,0,0,0
9089,1,1,0,0,0,0,0,0
9090,1,0,1,0,0,0,0,0
9091,1,1,0,0,0,0,0,0
9092,1,0,0,1,0,0,0,0
9093,1,0,0,1,0,0,0,0
9094,0,0,0,0,0,1,0,1
9095,0,0,0,0,0,1,0,1
9096,0,0,0,0,0,1,1,0
9097,0,0,0,0,0,1,0,1
9098,1,1,0,0,0,0,0,0
9099,0,0,0,0,0,1,1,0
9100,0,0,0,0,0,1,1,0
9101,1,0,0,1,0,0,0,0
9102,1,1,0,0,0,0,0,0
9103,0,0,0,0,0,1,0,1
9104,0,0,0,0,0,1,0,1
9105,1,0,1,0,0,0,0,0
9106,1,1,0,0,0,0,0,0
9107,0,0,0,0,0,1,1,0
9108,1,1,0,0,0,0,0,0
9109,0,0,0,0,0,1,1,0
9110,1,1,0,0,0,0,0,0
9111,0,0,0,0,0,1,0,1
9112,1,1,0,0,0,0,0,0
9113,1,0,1,0,0,0,0,0
9114,0,0,0,0,0,1,1,0
9115,1,0,0,0,1,0,0,0
9116,1,1,0,0,0,0,0,0
9117,0,0,0,0,0,1,0,1
9118,1,0,1,0,0,0,0,0
9119,1,1,0,0,0,0,0,0
9120,0,0,0,0,0,1,0,1
9121,1,0,0,0,1,0,0,0
9122,1,1,0,0,0,0,0,0
9123,0,0,0,0,0,1,0,1
9124,0,0,0,0,0,1,0,1
9125,0,0,0,0,0,1,0,1
9126,0,0,0,0,0,1,0,1
9127,1,1,0,0,0,0,0,0
9128,1,0,0,0,1,0,0,0
9129,1,1,0,0,0,0,0,0
9130,1,0,1,0,0,0,0,0
9131,1,1,0,0,0,0,0,0
9132,1,1,0,0,0,0,0,0
9133,1,0,0,1,0,0,0,0
9134,1,1,0,0,0,0,0,0
9135,1,1,0,0,0,0,0,0
9136,0,0,0,0,0,1,0,1
9137,1,0,1,0,0,0,0,0
9138,0,0,0,0,0,1,0,1
9139,0,0,0,0,0,1,0,1
9140,0,0,0,0,0,1,0,1
9141,0,0,0,0,0,1,0,1
9142,1,1,0,0,0,0,0,0
9143,0,0,0,0,0,1,1,0
9144,1,1,0,0,0,0,0,0
9145,0,0,0,0,0,1,0,1
9146,1,0,0,1,0,0,0,0
9147,1,0,0,1,0,0,0,0
9148,0,0,0,0,0,1,0,1
9149,0,0,0,0,0,1,0,1
9150,1,0,0,1,0,0,0,0
9151,0,0,0,0,0,1,1,0
9152,1,1,0,0,0,0,0,0
9153,1,0,1,0,0,0,0,0
9154,0,0,0,0,0,1,0,1
9155,1,0,0,1,0,0,0,0
9156,1,0,0,1,0,0,0,0
9157,1,1,0,0,0,0,0,0
9158,0,0,0,0,0,1,1,0
9159,0,0,0,0,0,1,0,1
9160,1,1,0,0,0,0,0,0
9161,0,0,0,0,0,1,0,1
9162,1,0,0,0,1,0,0,0
9163,1,0,0,1,0,0,0,0
9164,0,0,0,0,0,1,0,1
9165,1,0,0,1,0,0,0,0
9166,1,1,0,0,0,0,0,0
9167,0,0,0,0,0,1,1,0
9168,0,0,0,0,0,1,0,1
9169,1,0,0,1,0,0,0,0
9170,1,1,0,0,0,0,0,0
9171,1,1,0,0,0,0,0,0
9172,0,0,0,0,0,1,0,1
9173,0,0,0,0,0,1,0,1
9174,1,0,1,0,0,0,0,0
9175,0,0,0,0,0,1,0,1
9176,0,0,0,0,0,1,0,1
9177,1,0,1,0,0,0,0,0
9178,1,1,0,0,0,0,0,0
9179,0,0,0,0,0,1,0,1
9180,1,0,0,0,1,0,0,0
9181,1,0,1,0,0,0,0,0
9182,1,0,1,0,0,0,0,0
9183,1,0,0,1,0,0,0,0
9184,0,0,0,0,0,1,1,0
9185,1,0,0,1,0,0,0,0
9186,0,0,0,0,0,1,0,1
9187,0,0,0,0,0,1,1,0
9188,1,1,0,0,0,0,0,0
9189,0,0,0,0,0,1,0,1
9190,0,0,0,0,0,1,0,1
9191,0,0,0,0,0,1,0,1
9192,0,0,0,0,0,1,1,0
9193,1,0,0,0,1,0,0,0
9194,1,0,0,0,1,0,0,0
9195,0,0,0,0,0,1,0,1
9196,1,1,0,0,0,0,0,0
9197,1,1,0,0,0,0,0,0
9198,0,0,0,0,0,1,1,0
9199,1,1,0,0,0,0,0,0
9200,1,1,0,0,0,0,0,0
9201,0,0,0,0,0,1,0,1
9202,1,0,0,1,0,0,0,0
9203,0,0,0,0,0,1,1,0
9204,1,1,0,0,0,0,0,0
9205,1,1,0,0,0,0,0,0
9206,1,1,0,0,0,0,0,0
9207,1,0,0,1,0,0,0,0
9208,1,1,0,0,0,0,0,0
9209,1,0,0,0,1,0,0,0
9210,0,0,0,0,0,1,0,1
9211,0,0,0,0,0,1,0,1
9212,1,1,0,0,0,0,0,0
9213,1,0,1,0,0,0,0,0
9214,0,0,0,0,0,1,0,1
9215,1,1,0,0,0,0,0,0
9216,0,0,0,0,0,1,0,1
9217,0,0,0,0,0,1,0,1
9218,0,0,0,0,0,1,0,1
9219,0,0,0,0,0,1,0,1
9220,0,0,0,0,0,1,0,1
9221,1,1,0,0,0,0,0,0
9222,1,0,0,1,0,0,0,0
9223,1,0,0,0,1,0,0,0
9224,1,1,0,0,0,0,0,0
9225,1,1,0,0,0,0,0,0
9226,1,1,0,0,0,0,0,0
9227,0,0,0,0,0,1,1,0
9228,0,0,0,0,0,1,0,1
9229,1,1,0,0,0,0,0,0
9230,0,0,0,0,0,1,0,1
9231,1,0,1,0,0,0,0,0
9232,1,0,0,1,0,0,0,0
9233,1,1,0,0,0,0,0,0
9234,1,0,0,0,1,0,0,0
9235,1,0,0,0,1,0,0,0
9236,0,0,0,0,0,1,0,1
9237,1,0,0,0,1,0,0,0
9238,0,0,0,0,0,1,0,1
9239,1,0,0,0,1,0,0,0
9240,0,0,0,0,0,1,0,1
9241,1,0,0,0,1,0,0,0
9242,0,0,0,0,0,1,1,0
9243,1,0,0,0,1,0,0,0
9244,1,0,1,0,0,0,0,0
9245,1,0,0,1,0,0,0,0
9246,0,0,0,0,0,1,0,1
9247,0,0,0,0,0,1,1,0
9248,1,1,0,0,0,0,0,0
9249,1,1,0,0,0,0,0,0
9250,1,0,0,1,0,0,0,0
9251,0,0,0,0,0,1,1,0
9252,1,0,0,0,1,0,0,0
9253,0,0,0,0,0,1,0,1
9254,1,1,0,0,0,0,0,0
9255,0,0,0,0,0,1,0,1
9256,1,0,1,0,0,0,0,0
9257,1,1,0,0,0,0,0,0
9258,0,0,0,0,0,1,0,1
9259,0,0,0,0,0,1,0,1
9260,1,1,0,0,0,0,0,0
9261,1,0,0,1,0,0,0,0
9262,1,1,0,0,0,0,0,0
9263,1,0,0,1,0,0,0,0
9264,1,1,0,0,0,0,0,0
9265,0,0,0,0,0,1,1,0
9266,1,1,0,0,0,0,0,0
9267,1,1,0,0,0,0,0,0
9268,1,0,1,0,0,0,0,0
9269,1,1,0,0,0,0,0,0
9270,1,0,1,0,0,0,0,0
9271,1,0,1,0,0,0,0,0
9272,1,1,0,0,0,0,0,0
9273,1,0,1,0,0,0,0,0
9274,1,1,0,0,0,0,0,0
9275,0,0,0,0,0,1,0,1
9276,1,1,0,0,0,0,0,0
9277,1,0,1,0,0,0,0,0
9278,1,1,0,0,0,0,0,0
9279,0,0,0,0,0,1,0,1
9280,0,0,0,0,0,1,1,0
9281,1,1,0,0,0,0,0,0
9282,0,0,0,0,0,1,0,1
9283,1,0,0,1,0,0,0,0
9284,0,0,0,0,0,1,0,1
9285,1,1,0,0,0,0,0,0
9286,1,1,0,0,0,0,0,0
9287,0,0,0,0,0,1,0,1
9288,0,0,0,0,0,1,0,1
9289,1,0,1,0,0,0,0,0
9290,0,0,0,0,0,1,0,1
9291,1,0,0,1,0,0,0,0
9292,0,0,0,0,0,1,0,1
9293,0,0,0,0,0,1,0,1
9294,1,1,0,0,0,0,0,0
9295,0,0,0,0,0,1,0,1
9296,1,0,0,1,0,0,0,0
9297,1,0,0,1,0,0,0,0
9298,0,0,0,0,0,1,0,1
9299,0,0,0,0,0,1,0,1
9300,1,1,0,0,0,0,0,0
9301,0,0,0,0,0,1,1,0
9302,0,0,0,0,0,1,0,1
9303,0,0,0,0,0,1,0,1
9304,1,1,0,0,0,0,0,0
9305,1,1,0,0,0,0,0,0
9306,1,0,0,1,0,0,0,0
9307,0,0,0,0,0,1,0,1
9308,1,1,0,0,0,0,0,0
9309,1,1,0,0,0,0,0,0
9310,1,0,0,0,1,0,0,0
9311,0,0,0,0,0,1,0,1
9312,0,0,0,0,0,1,1,0
9313,0,0,0,0,0,1,1,0
9314,1,1,0,0,0,0,0,0
9315,0,0,0,0,0,1,0,1
9316,1,1,0,0,0,0,0,0
9317,0,0,0,0,0,1,0,1
9318,1,0,0,0,1,0,0,0
9319,1,0,1,0,0,0,0,0
9320,1,0,0,0,1,0,0,0
9321,1,1,0,0,0,0,0,0
9322,1,0,1,0,0,0,0,0
9323,1,0,0,0,1,0,0,0
9324,1,0,1,0,0,0,0,0
9325,1,1,0,0,0,0,0,0
9326,0,0,0,0,0,1,1,0
9327,1,1,0,0,0,0,0,0
9328,1,1,0,0,0,0,0,0
9329,1,0,0,1,0,0,0,0
9330,1,0,1,0,0,0,0,0
9331,0,0,0,0,0,1,0,1
9332,0,0,0,0,0,1,0,1
9333,1,0,1,0,0,0,0,0
9334,1,1,0,0,0,0,0,0
9335,0,0,0,0,0,1,0,1
9336,1,1,0,0,0,0,0,0
9337,0,0,0,0,0,1,0,1
9338,1,1,0,0,0,0,0,0
9339,0,0,0,0,0,1,0,1
9340,1,1,0,0,0,0,0,0
9341,0,0,0,0,0,1,0,1
9342,0,0,0,0,0,1,0,1
9343,1,1,0,0,0,0,0,0
9344,1,0,0,0,1,0,0,0
9345,1,1,0,0,0,0,0,0
9346,1,1,0,0,0,0,0,0
9347,1,1,0,0,0,0,0,0
9348,0,0,0,0,0,1,1,0
9349,1,1,0,0,0,0,0,0
9350,0,0,0,0,0,1,0,1
9351,0,0,0,0,0,1,1,0
9352,1,0,0,0,1,0,0,0
9353,1,0,0,0,1,0,0,0
9354,1,1,0,0,0,0,0,0
9355,1,0,1,0,0,0,0,0
9356,0,0,0,0,0,1,0,1
9357,1,0,0,1,0,0,0,0
9358,0,0,0,0,0,1,1,0
9359,1,0,1,0,0,0,0,0
9360,0,0,0,0,0,1,0,1
9361,1,0,0,0,1,0,0,0
9362,1,0,0,0,1,0,0,0
9363,1,1,0,0,0,0,0,0
9364,0,0,0,0,0,1,0,1
9365,1,0,0,0,1,0,0,0
9366,1,0,0,0,1,0,0,0
9367,1,1,0,0,0,0,0,0
9368,0,0,0,0,0,1,0,1
9369,1,0,0,0,1,0,0,0
9370,1,1,0,0,0,0,0,0
9371,0,0,0,0,0,1,0,1
9372,1,0,1,0,0,0,0,0
9373,1,1,0,0,0,0,0,0
9374,1,1,0,0,0,0,0,0
9375,1,1,0,0,0,0,0,0
9376,0,0,0,0,0,1,1,0
9377,1,1,0,0,0,0,0,0
9378,1,0,0,1,0,0,0,0
9379,1,0,0,0,1,0,0,0
9380,0,0,0,0,0,1,0,1
9381,1,0,0,0,1,0,0,0
9382,0,0,0,0,0,1,1,0
9383,1,0,0,0,1,0,0,0
9384,0,0,0,0,0,1,0,1
9385,0,0,0,0,0,1,1,0
9386,0,0,0,0,0,1,0,1
9387,1,0,0,1,0,0,0,0
9388,1,1,0,0,0,0,0,0
9389,0,0,0,0,0,1,0,1
9390,0,0,0,0,0,1,0,1
9391,1,0,0,1,0,0,0,0
9392,0,0,0,0,0,1,0,1
9393,1,1,0,0,0,0,0,0
9394,1,1,0,0,0,0,0,0
9395,1,1,0,0,0,0,0,0
9396,0,0,0,0,0,1,0,1
9397,1,1,0,0,0,0,0,0
9398,0,0,0,0,0,1,0,1
9399,1,0,1,0,0,0,0,0
9400,1,0,0,1,0,0,0,0
9401,1,0,1,0,0,0,0,0
9402,1,1,0,0,0,0,0,0
9403,1,1,0,0,0,0,0,0
9404,0,0,0,0,0,1,0,1
9405,1,1,0,0,0,0,0,0
9406,1,0,0,1,0,0,0,0
9407,0,0,0,0,0,1,0,1
9408,1,1,0,0,0,0,0,0
9409,0,0,0,0,0,1,0,1
9410,1,1,0,0,0,0,0,0
9411,0,0,0,0,0,1,0,1
9412,0,0,0,0,0,1,1,0
9413,1,1,0,0,0,0,0,0
9414,1,0,1,0,0,0,0,0
9415,0,0,0,0,0,1,0,1
9416,0,0,0,0,0,1,0,1
9417,0,0,0,0,0,1,1,0
9418,0,0,0,0,0,1,0,1
9419,1,1,0,0,0,0,0,0
9420,1,0,0,0,1,0,0,0
9421,1,0,0,1,0,0,0,0
9422,0,0,0,0,0,1,1,0
9423,1,0,0,1,0,0,0,0
9424,1,0,0,0,1,0,0,0
9425,1,1,0,0,0,0,0,0
9426,0,0,0,0,0,1,0,1
9427,0,0,0,0,0,1,0,1
9428,0,0,0,0,0,1,0,1
9429,0,0,0,0,0,1,1,0
9430,1,1,0,0,0,0,0,0
9431,1,0,0,1,0,0,0,0
9432,0,0,0,0,0,1,1,0
9433,0,0,0,0,0,1,0,1
9434,1,1,0,0,0,0,0,0
9435,0,0,0,0,0,1,0,1
9436,1,1,0,0,0,0,0,0
9437,1,1,0,0,0,0,0,0
9438,0,0,0,0,0,1,0,1
9439,0,0,0,0,0,1,0,1
9440,0,0,0,0,0,1,0,1
9441,1,0,0,0,1,0,0,0
9442,0,0,0,0,0,1,0,1
9443,0,0,0,0,0,1,0,1
9444,1,1,0,0,0,0,0,0
9445,1,0,0,1,0,0,0,0
9446,0,0,0,0,0,1,0,1
9447,1,1,0,0,0,0,0,0
9448,1,1,0,0,0,0,0,0
9449,0,0,0,0,0,1,0,1
9450,1,1,0,0,0,0,0,0
9451,0,0,0,0,0,1,0,1
9452,1,1,0,0,0,0,0,0
9453,1,0,0,1,0,0,0,0
9454,1,0,1,0,0,0,0,0
9455,1,1,0,0,0,0,0,0
9456,1,0,1,0,0,0,0,0
9457,1,0,0,0,1,0,0,0
9458,0,0,0,0,0,1,0,1
9459,1,1,0,0,0,0,0,0
9460,1,1,0,0,0,0,0,0
9461,0,0,0,0,0,1,1,0
